srno,make,model,variant,n,new_variant,FORMULA,Column1,,,2158,1095,871
531,Hyundai,Creta,SX 1.5 Petrol [2020-2022],8,,SX 1.5,SX 1.5,,,,,
769,Hyundai,Venue,SX 1.5 (O) EXECUTIVE CRDI,1,,SX 1.5,SX 1.5,,,,,
770,Hyundai,Venue,SX 1.5 CRDI,3,,SX 1.5,SX 1.5,,,,,
771,Hyundai,Venue,SX 1.5 CRDi,5,,SX 1.5,SX 1.5,,,,,
823,Hyundai,Verna,SX 1.5 CRDi AT,2,,SX 1.5,SX 1.5,,,,,
824,Hyundai,Verna,SX 1.5 Turbo Petrol DCT,1,,SX 1.5,SX 1.5,,,,,
825,Hyundai,Verna,SX 1.5 VTVT,3,,SX 1.5,SX 1.5,,,,,
826,Hyundai,Verna,SX 1.5 VTVT IVT,1,,SX 1.5,SX 1.5,,,,,
827,Hyundai,Verna,SX 1.5 l MPI,1,,SX 1.5,SX 1.5,,,,,
532,Hyundai,Creta,SX 1.6 (O) Petrol,2,,SX 1.6,SX 1.6,,,,,
533,Hyundai,Creta,SX 1.6 AT CRDi,4,,SX 1.6,SX 1.6,,,,,
534,Hyundai,Creta,SX 1.6 AT Petrol,15,,SX 1.6,SX 1.6,,,,,
535,Hyundai,Creta,SX 1.6 CRDI,1,,SX 1.6,SX 1.6,,,,,
536,Hyundai,Creta,SX 1.6 CRDi,2,,SX 1.6,SX 1.6,,,,,
537,Hyundai,Creta,SX 1.6 CRDi (O),4,,SX 1.6,SX 1.6,,,,,
538,Hyundai,Creta,SX 1.6 DIESEL,11,,SX 1.6,SX 1.6,,,,,
539,Hyundai,Creta,SX 1.6 DIESEL DUAL TONE,1,,SX 1.6,SX 1.6,,,,,
540,Hyundai,Creta,SX 1.6 Dual Tone Petrol,1,,SX 1.6,SX 1.6,,,,,
541,Hyundai,Creta,SX 1.6 PETROL,8,,SX 1.6,SX 1.6,,,,,
542,Hyundai,Creta,SX 1.6 PETROL DUAL TONE,1,,SX 1.6,SX 1.6,,,,,
543,Hyundai,Creta,SX 1.6 Petrol,6,,SX 1.6,SX 1.6,,,,,
828,Hyundai,Verna,SX 1.6 CRDi,1,,SX 1.6,SX 1.6,,,,,
567,Hyundai,Elantra,SX 2.0 AT,2,,SX 2.0,SX 2.0,,,,,
544,Hyundai,Creta,SX AT 1.5 DIESEL,1,,SX AT,SX AT,,,,,
545,Hyundai,Creta,SX AT 1.6 DIESEL,2,,SX AT,SX AT,,,,,
546,Hyundai,Creta,SX AT 1.6 PETROL,13,,SX AT,SX AT,,,,,
845,Hyundai,Xcent,SX AT 1.2 (O),1,,SX AT,SX AT,,,,,
547,Hyundai,Creta,SX IVT 1.5 PETROL,4,,SX IVT,SX IVT,,,,,
472,Hyundai,Aura,SX PLUS 1.2 AMT,5,,SX PLUS,SX PLUS,,,,,
473,Hyundai,Aura,SX PLUS 1.2 AMT CRDI,2,,SX PLUS,SX PLUS,,,,,
474,Hyundai,Aura,SX Plus 1.2 AMT Petrol,2,,SX Plus,SX Plus,,,,,
548,Hyundai,Creta,SX PLUS  ANNIVERSARY EDITION 1.6 PETROL,2,,SX PLUS,SX PLUS,,,,,
549,Hyundai,Creta,SX PLUS 1.6 DIESEL,1,,SX PLUS,SX PLUS,,,,,
550,Hyundai,Creta,SX PLUS 1.6 DIESEL DUAL TONE,1,,SX PLUS,SX PLUS,,,,,
551,Hyundai,Creta,SX PLUS 1.6 PETROL,25,,SX PLUS,SX PLUS,,,,,
552,Hyundai,Creta,SX PLUS 1.6 PETROL DUAL TONE,1,,SX PLUS,SX PLUS,,,,,
553,Hyundai,Creta,SX PLUS AT 1.6 DIESEL,9,,SX PLUS,SX PLUS,,,,,
554,Hyundai,Creta,SX PLUS AT 1.6 PETROL,42,,SX PLUS,SX PLUS,,,,,
555,Hyundai,Creta,SX Plus 1.6  Petrol,1,,SX Plus,SX Plus,,,,,
556,Hyundai,Creta,SX Plus 1.6 AT CRDI,4,,SX Plus,SX Plus,,,,,
557,Hyundai,Creta,SX Plus 1.6 CRDI,1,,SX Plus,SX Plus,,,,,
558,Hyundai,Creta,SX Plus 1.6 CRDI Dual Tone,2,,SX Plus,SX Plus,,,,,
772,Hyundai,Venue,SX PLUS 1.0 TURBO DCT,34,,SX PLUS,SX PLUS,,,,,
773,Hyundai,Venue,SX PLUS 1.0 TURBO DCT DUAL TONE,1,,SX PLUS,SX PLUS,,,,,
774,Hyundai,Venue,SX Plus 1.0 AT Petrol [2019-2020],2,,SX Plus,SX Plus,,,,,
775,Hyundai,Venue,SX Plus 1.0 Turbo DCT,19,,SX Plus,SX Plus,,,,,
829,Hyundai,Verna,SX Plus 1.6 CRDi AT,4,,SX Plus,SX Plus,,,,,
830,Hyundai,Verna,SX Plus 1.6 VTVT AT,3,,SX Plus,SX Plus,,,,,
475,Hyundai,Aura,SX+ 1.0 TURBO GDI MT,3,,SX+ 1.0,SX+ 1.0,,,,,
831,Hyundai,XCENT PRIME,T+ CNG,1,,T+ CNG,T+ CNG,,,,,
732,Hyundai,Santro Xing,XE,1,,XE,XE,,,,,
733,Hyundai,Santro Xing,XL eRLX - Euro II,1,,XL eRLX,XL eRLX,,,,,
905,Isuzu,D-Max V-Cross,4x4,3,,4x4,4x4,,,,,
906,Jaguar,F-Pace,Prestige,1,,Prestige,Prestige,,,,,
907,Jaguar,XE,Portfolio,2,,Portfolio,Portfolio,,,,,
908,Jaguar,XF,2.2 Diesel,5,,2.2 Diesel,2.2 Diesel,,,,,
909,Jaguar,XF,2.2 Diesel Luxury,2,,2.2 Diesel,2.2 Diesel,,,,,
910,Jaguar,XF,3.0 V6 Premium Luxury,1,,3.0 V6,3.0 V6,,,,,
911,Jaguar,XF,Portfolio Petrol CBU,1,,Portfolio Petrol,Portfolio Petrol,,,,,
912,Jaguar,XF,Prestige Diesel CBU,4,,Prestige Diesel,Prestige Diesel,,,,,
913,Jaguar,XJ L,3.0 V6 Portfolio,1,,3.0 V6,3.0 V6,,,,,
914,Jaguar,XJ L,3.0 V6 premium-luxury,2,,3.0 V6,3.0 V6,,,,,
915,Jeep,Compass,80 Anniversary 1.4 Petrol DCT,3,,80 Anniversary,80 Anniversary,,,,,
916,Jeep,Compass,LIMITED (O) 1.4 PETROL AT,2,,LIMITED (O),LIMITED (O),,,,,
917,Jeep,Compass,LIMITED (O) 1.4 PETROL AT BLACK PACK,1,,LIMITED (O),LIMITED (O),,,,,
918,Jeep,Compass,LIMITED (O) 2.0 DIESEL,3,,LIMITED (O),LIMITED (O),,,,,
919,Jeep,Compass,LIMITED (O) 2.0 DIESEL 4X4,2,,LIMITED (O),LIMITED (O),,,,,
920,Jeep,Compass,LIMITED 1.4 PETROL AT,4,,LIMITED 1.4,LIMITED 1.4,,,,,
921,Jeep,Compass,LIMITED 2.0 DIESEL,7,,LIMITED 2.0,LIMITED 2.0,,,,,
922,Jeep,Compass,LIMITED PLUS DIESEL,1,,LIMITED PLUS,LIMITED PLUS,,,,,
923,Jeep,Compass,LIMITED PLUS PETROL AT,4,,LIMITED PLUS,LIMITED PLUS,,,,,
924,Jeep,Compass,LONGITUDE (O) 1.4 PETROL AT,2,,LONGITUDE (O),LONGITUDE (O),,,,,
925,Jeep,Compass,LONGITUDE (O) 2.0 DIESEL,2,,LONGITUDE (O),LONGITUDE (O),,,,,
926,Jeep,Compass,LONGITUDE 2.0 DIESEL,5,,LONGITUDE 2.0,LONGITUDE 2.0,,,,,
927,Jeep,Compass,LONGITUDE PLUS 1.4 PETROL AT,2,,LONGITUDE PLUS,LONGITUDE PLUS,,,,,
928,Jeep,Compass,Limited (O) 1.4 Petrol AT [2017-2020],5,,Limited (O),Limited (O),,,,,
929,Jeep,Compass,Limited (O) 1.4 Petrol DCT [2021],1,,Limited (O),Limited (O),,,,,
930,Jeep,Compass,Limited (O) 2.0 Diesel 4x4 AT [2021],3,,Limited (O),Limited (O),,,,,
931,Jeep,Compass,Limited (O) 2.0 Diesel 4x4 Black Pack [2019-2020],1,,Limited (O),Limited (O),,,,,
932,Jeep,Compass,Limited (O) 2.0 Diesel 4x4 [2017-2020],1,,Limited (O),Limited (O),,,,,
933,Jeep,Compass,Limited (O) 2.0 Diesel [2017-2020],5,,Limited (O),Limited (O),,,,,
934,Jeep,Compass,Limited 1.4 Petrol AT [2017-2020],5,,Limited 1.4,Limited 1.4,,,,,
935,Jeep,Compass,Limited 2.0 Diesel [2017-2020],8,,Limited 2.0,Limited 2.0,,,,,
936,Jeep,Compass,Limited Plus 2.0 Diesel 4x4 AT [2020-2020],1,,Limited Plus,Limited Plus,,,,,
937,Jeep,Compass,Limited Plus Diesel 4x4,1,,Limited Plus,Limited Plus,,,,,
938,Jeep,Compass,Limited Plus Diesel 4x4 [2018-2020],1,,Limited Plus,Limited Plus,,,,,
939,Jeep,Compass,Limited Plus Diesel [2018-2020],6,,Limited Plus,Limited Plus,,,,,
940,Jeep,Compass,Limited Plus Petrol AT,1,,Limited Plus,Limited Plus,,,,,
941,Jeep,Compass,Limited Plus Petrol AT [2018-2020],3,,Limited Plus,Limited Plus,,,,,
942,Jeep,Compass,Longitude (O) 1.4 Petrol AT [2019-2020],1,,Longitude (O),Longitude (O),,,,,
943,Jeep,Compass,Longitude (O) 2.0 Diesel [2017-2020],2,,Longitude (O),Longitude (O),,,,,
944,Jeep,Compass,Longitude 2.0 Diesel [2017-2020],3,,Longitude 2.0,Longitude 2.0,,,,,
945,Jeep,Compass,Model S (O) 1.4 Petrol DCT [2021],6,,Model S,Model S,,,,,
946,Jeep,Compass,Model S (O) Diesel 4x4 AT [2021],2,,Model S,Model S,,,,,
947,Jeep,Compass,SPORT 1.4 PETROL,3,,SPORT 1.4,SPORT 1.4,,,,,
948,Jeep,Compass,SPORT 1.4 PETROL DCT,1,,SPORT 1.4,SPORT 1.4,,,,,
949,Jeep,Compass,SPORT 2.0 DIESEL,2,,SPORT 2.0,SPORT 2.0,,,,,
950,Jeep,Compass,SPORT PLUS 1.4 PETROL,4,,SPORT PLUS,SPORT PLUS,,,,,
951,Jeep,Compass,SPORT PLUS 2.0 DIESEL,1,,SPORT PLUS,SPORT PLUS,,,,,
952,Jeep,Compass,Sport 1.4 Petrol,1,,Sport 1.4,Sport 1.4,,,,,
953,Jeep,Compass,Sport 2.0 Diesel,2,,Sport 2.0,Sport 2.0,,,,,
954,Jeep,Compass,Sport Plus 1.4 Petrol [2019-2020],2,,Sport Plus,Sport Plus,,,,,
955,Jeep,Compass,Sport Plus 2.0 Diesel,2,,Sport Plus,Sport Plus,,,,,
956,Jeep,Compass,Trailhawk (O) 2.0 4x4,1,,Trailhawk (O),Trailhawk (O),,,,,
957,Jeep,Meridian,Limited (O) 4X2 MT [2022],1,,Limited (O),Limited (O),,,,,
958,Jeep,Meridian,Limited (O) 4X4 AT [2022],3,,Limited (O),Limited (O),,,,,
959,KIA,Carens,LUXURY 1.4 PETROL 7 STR,1,,LUXURY 1.4,LUXURY 1.4,,,,,
960,KIA,Carens,LUXURY PLUS 1.4 PETROL 6 STR,4,,LUXURY PLUS,LUXURY PLUS,,,,,
961,KIA,Carens,LUXURY PLUS 1.4 PETROL 7 STR,3,,LUXURY PLUS,LUXURY PLUS,,,,,
962,KIA,Carens,LUXURY PLUS 1.5 DIESEL AT 6 STR,1,,LUXURY PLUS,LUXURY PLUS,,,,,
963,KIA,Carens,Luxury 1.4 Petrol 7 STR,1,,Luxury 1.4,Luxury 1.4,,,,,
964,KIA,Carens,Luxury 1.5 Diesel 7 STR,1,,Luxury 1.5,Luxury 1.5,,,,,
965,KIA,Carens,Luxury Plus 1.4 Petrol 6 STR,1,,Luxury Plus,Luxury Plus,,,,,
966,KIA,Carens,Luxury Plus 1.4 Petrol 7 STR,2,,Luxury Plus,Luxury Plus,,,,,
967,KIA,Carens,Luxury Plus 1.4 Petrol DCT 6 STR,1,,Luxury Plus,Luxury Plus,,,,,
968,KIA,Carens,Luxury Plus 1.5 Diesel 7 STR,1,,Luxury Plus,Luxury Plus,,,,,
969,KIA,Carens,Luxury Plus 1.5 Diesel AT 6 STR,1,,Luxury Plus,Luxury Plus,,,,,
970,KIA,Carens,Luxury Plus 1.5 Diesel AT 7 STR,3,,Luxury Plus,Luxury Plus,,,,,
971,KIA,Carens,PREMIUM 1.4 PETROL 7 STR,2,,PREMIUM 1.4,PREMIUM 1.4,,,,,
972,KIA,Carens,PRESTIGE PLUS 1.4 PETROL 7 STR,2,,PRESTIGE PLUS,PRESTIGE PLUS,,,,,
973,KIA,Carens,Prestige 1.5 Petrol MT 7 STR,1,,Prestige 1.5,Prestige 1.5,,,,,
974,KIA,Carens,Prestige Plus 1.4 Petrol MT 7 STR,2,,Prestige Plus,Prestige Plus,,,,,
975,KIA,Carnival,Limousine Plus 7 STR,4,,Limousine Plus,Limousine Plus,,,,,
976,KIA,Carnival,PREMIUM 2.2 7 STR,1,,PREMIUM 2.2,PREMIUM 2.2,,,,,
977,KIA,Carnival,Prestige 7 STR,6,,Prestige 7,Prestige 7,,,,,
978,KIA,Carnival,Prestige 9 STR,1,,Prestige 9,Prestige 9,,,,,
979,KIA,EV6,GT Line AWD,1,,GT Line,GT Line,,,,,
980,KIA,Seltos,GTK 1.4 PETROL,1,,GTK 1.4,GTK 1.4,,,,,
981,KIA,Seltos,GTX (O) 1.4,1,,GTX (O),GTX (O),,,,,
982,KIA,Seltos,GTX 1.4,4,,GTX 1.4,GTX 1.4,,,,,
983,KIA,Seltos,GTX 1.4 PETROL,1,,GTX 1.4,GTX 1.4,,,,,
984,KIA,Seltos,GTX 1.4 PETROL DUAL TONE,1,,GTX 1.4,GTX 1.4,,,,,
985,KIA,Seltos,GTX AT 1.4,2,,GTX AT,GTX AT,,,,,
986,KIA,Seltos,GTX AT 1.4 PETROL,2,,GTX AT,GTX AT,,,,,
987,KIA,Seltos,GTX PLUS 1.4,1,,GTX PLUS,GTX PLUS,,,,,
988,KIA,Seltos,GTX PLUS 1.4 PETROL,4,,GTX PLUS,GTX PLUS,,,,,
989,KIA,Seltos,GTX PLUS 1.4 PETROL DCT DUAL TONE,1,,GTX PLUS,GTX PLUS,,,,,
990,KIA,Seltos,GTX PLUS 1.4 PETROL DUAL TONE,1,,GTX PLUS,GTX PLUS,,,,,
991,KIA,Seltos,GTX PLUS 1.5 DIESEL AT,1,,GTX PLUS,GTX PLUS,,,,,
992,KIA,Seltos,GTX PLUS AT 1.5 DIESEL,2,,GTX PLUS,GTX PLUS,,,,,
993,KIA,Seltos,GTX PLUS DCT 1.4 PETROL,10,,GTX PLUS,GTX PLUS,,,,,
994,KIA,Seltos,GTX Plus 1.4 DCT,7,,GTX Plus,GTX Plus,,,,,
995,KIA,Seltos,GTX Plus 1.4 [2020-2021],3,,GTX Plus,GTX Plus,,,,,
996,KIA,Seltos,GTX Plus 1.5 Diesel AT,3,,GTX Plus,GTX Plus,,,,,
997,KIA,Seltos,GTX Plus AT 1.4 [2019-2020],3,,GTX Plus,GTX Plus,,,,,
998,KIA,Seltos,GTX Plus AT 1.5 Diesel [2019-2020],6,,GTX Plus,GTX Plus,,,,,
999,KIA,Seltos,HTE 1.5,1,,HTE 1.5,HTE 1.5,,,,,
1000,KIA,Seltos,HTE 1.5 DIESEL,1,,HTE 1.5,HTE 1.5,,,,,
1001,KIA,Seltos,HTE 1.5 Diesel,1,,HTE 1.5,HTE 1.5,,,,,
1002,KIA,Seltos,HTE 1.5 PETROL,1,,HTE 1.5,HTE 1.5,,,,,
1003,KIA,Seltos,HTK 1.5 PETROL,2,,HTK 1.5,HTK 1.5,,,,,
1004,KIA,Seltos,HTK 1.5 [2019-2020],1,,HTK 1.5,HTK 1.5,,,,,
1005,KIA,Seltos,HTK 1.5 [2020-2021],1,,HTK 1.5,HTK 1.5,,,,,
1006,KIA,Seltos,HTK PLUS 1.5,7,,HTK PLUS,HTK PLUS,,,,,
1007,KIA,Seltos,HTK PLUS 1.5 DIESEL,2,,HTK PLUS,HTK PLUS,,,,,
1008,KIA,Seltos,HTK PLUS 1.5 IMT,2,,HTK PLUS,HTK PLUS,,,,,
1009,KIA,Seltos,HTK PLUS AT 1.5 DIESEL,1,,HTK PLUS,HTK PLUS,,,,,
1010,KIA,Seltos,HTK Plus 1.5 Diesel AT,3,,HTK Plus,HTK Plus,,,,,
1011,KIA,Seltos,HTK Plus 1.5 Diesel [2019-2020],3,,HTK Plus,HTK Plus,,,,,
1012,KIA,Seltos,HTK Plus 1.5 Diesel iMT,1,,HTK Plus,HTK Plus,,,,,
1013,KIA,Seltos,HTK Plus 1.5 Petrol MT,1,,HTK Plus,HTK Plus,,,,,
1014,KIA,Seltos,HTK Plus 1.5 [2019-2020],6,,HTK Plus,HTK Plus,,,,,
1015,KIA,Seltos,HTK Plus 1.5 iMT,2,,HTK Plus,HTK Plus,,,,,
1016,KIA,Seltos,HTX 1.5 CVT PETROL,1,,HTX 1.5,HTX 1.5,,,,,
1017,KIA,Seltos,HTX 1.5 DIESEL,1,,HTX 1.5,HTX 1.5,,,,,
1018,KIA,Seltos,HTX 1.5 Dual Tone [2019-2020],2,,HTX 1.5,HTX 1.5,,,,,
1019,KIA,Seltos,HTX 1.5 IVT,1,,HTX 1.5,HTX 1.5,,,,,
1020,KIA,Seltos,HTX 1.5 PETROL,8,,HTX 1.5,HTX 1.5,,,,,
1021,KIA,Seltos,HTX 1.5 [2020-2021],6,,HTX 1.5,HTX 1.5,,,,,
1022,KIA,Seltos,HTX IVT 1.5 PETROL,2,,HTX IVT,HTX IVT,,,,,
1023,KIA,Seltos,HTX IVT 1.5 [2019-2020],4,,HTX IVT,HTX IVT,,,,,
1024,KIA,Seltos,HTX PETROL 1.5,2,,HTX PETROL,HTX PETROL,,,,,
1025,KIA,Seltos,HTX PLUS 1.5 DIESEL,2,,HTX PLUS,HTX PLUS,,,,,
1026,KIA,Seltos,HTX PLUS AT1.5 DIESEL,3,,HTX PLUS,HTX PLUS,,,,,
1027,KIA,Seltos,HTX Plus 1.5 Diesel [2020-2021],2,,HTX Plus,HTX Plus,,,,,
1028,KIA,Seltos,HTX Plus AT 1.5 Diesel [2019-2020],3,,HTX Plus,HTX Plus,,,,,
1029,KIA,Seltos,X LINE 1.5 DIESEL AT,1,,X LINE,X LINE,,,,,
1030,KIA,Seltos,X Line 1.4 DCT,2,,X Line,X Line,,,,,
1031,KIA,Sonet,GTX PLUS 1.0 DCT,6,,GTX PLUS,GTX PLUS,,,,,
1032,KIA,Sonet,GTX PLUS 1.0 IMT,13,,GTX PLUS,GTX PLUS,,,,,
1033,KIA,Sonet,GTX PLUS 1.0 IMT DUAL TONE,1,,GTX PLUS,GTX PLUS,,,,,
1034,KIA,Sonet,GTX PLUS 1.5,1,,GTX PLUS,GTX PLUS,,,,,
1035,KIA,Sonet,GTX PLUS 1.5 AT,2,,GTX PLUS,GTX PLUS,,,,,
1036,KIA,Sonet,GTX PLUS 1.5 IMT,1,,GTX PLUS,GTX PLUS,,,,,
1037,KIA,Sonet,GTX PLUS 1.5D  AT,1,,GTX PLUS,GTX PLUS,,,,,
1038,KIA,Sonet,GTX Plus 1.0 DCT [2020-2021],3,,GTX Plus,GTX Plus,,,,,
1039,KIA,Sonet,GTX Plus 1.0 iMT,1,,GTX Plus,GTX Plus,,,,,
1040,KIA,Sonet,GTX Plus 1.0 iMT [2020-2021],7,,GTX Plus,GTX Plus,,,,,
1041,KIA,Sonet,GTX Plus 1.5 AT Dual Tone,2,,GTX Plus,GTX Plus,,,,,
1042,KIA,Sonet,GTX Plus 1.5 AT [2020-2021],3,,GTX Plus,GTX Plus,,,,,
1043,KIA,Sonet,GTX Plus 1.5 Diesel AT,1,,GTX Plus,GTX Plus,,,,,
1044,KIA,Sonet,GTX Plus 1.5 Dual Tone,1,,GTX Plus,GTX Plus,,,,,
1045,KIA,Sonet,GTX Plus 1.5 [2020-2021],1,,GTX Plus,GTX Plus,,,,,
1046,KIA,Sonet,HTE 1.2,1,,HTE 1.2,HTE 1.2,,,,,
1047,KIA,Sonet,HTE 1.5,1,,HTE 1.5,HTE 1.5,,,,,
1048,KIA,Sonet,HTK 1.2,1,,HTK 1.2,HTK 1.2,,,,,
1049,KIA,Sonet,HTK 1.2 [2020-2021],1,,HTK 1.2,HTK 1.2,,,,,
1050,KIA,Sonet,HTK 1.5,1,,HTK 1.5,HTK 1.5,,,,,
1051,KIA,Sonet,HTK PLUS 1.0 DCT,2,,HTK PLUS,HTK PLUS,,,,,
1052,KIA,Sonet,HTK PLUS 1.0 IMT,7,,HTK PLUS,HTK PLUS,,,,,
1053,KIA,Sonet,HTK PLUS 1.2,3,,HTK PLUS,HTK PLUS,,,,,
1054,KIA,Sonet,HTK PLUS 1.2 PETROL MT,1,,HTK PLUS,HTK PLUS,,,,,
1055,KIA,Sonet,HTK PLUS 1.5,3,,HTK PLUS,HTK PLUS,,,,,
1056,KIA,Sonet,HTK PLUS 1.5 AT,1,,HTK PLUS,HTK PLUS,,,,,
1057,KIA,Sonet,HTK Plus 1.0 iMT [2020-2021],6,,HTK Plus,HTK Plus,,,,,
1058,KIA,Sonet,HTK Plus 1.5 AT,2,,HTK Plus,HTK Plus,,,,,
1059,KIA,Sonet,HTK Plus 1.5 [2020-2021],4,,HTK Plus,HTK Plus,,,,,
1060,KIA,Sonet,HTX 1.0 IMT,9,,HTX 1.0,HTX 1.0,,,,,
1061,KIA,Sonet,HTX 1.0 iMT [2020-2021],2,,HTX 1.0,HTX 1.0,,,,,
1062,KIA,Sonet,HTX 1.5 AT,2,,HTX 1.5,HTX 1.5,,,,,
1063,KIA,Sonet,HTX 1.5 [2020-2021],2,,HTX 1.5,HTX 1.5,,,,,
1064,KIA,Sonet,HTX ANNIVERSARY EDITION 1.0 DCT,1,,HTX ANNIVERSARY,HTX ANNIVERSARY,,,,,
1065,KIA,Sonet,HTX ANNIVERSARY EDITION 1.5,1,,HTX ANNIVERSARY,HTX ANNIVERSARY,,,,,
1066,KIA,Sonet,HTX PLUS 1.0 IMT,4,,HTX PLUS,HTX PLUS,,,,,
1067,KIA,Sonet,HTX Plus 1.0 iMT [2020-2021],2,,HTX Plus,HTX Plus,,,,,
1068,Lamborghini,Urus,Twin-Turbo V8,1,,Twin-Turbo V8,Twin-Turbo V8,,,,,
1069,Land Rover,Defender,110 HSE 2.0 Petrol,3,,110 HSE,110 HSE,,,,,
1070,Land Rover,Discovery,2.0 S 4WD Diesel,1,,2.0 S,2.0 S,,,,,
1071,Land Rover,Discovery,2.0 SE 4WD Diesel,1,,2.0 SE,2.0 SE,,,,,
1072,Land Rover,Discovery,3.0 HSE Diesel,1,,3.0 HSE,3.0 HSE,,,,,
1073,Land Rover,Discovery,3.0 HSE Luxury Petrol,1,,3.0 HSE,3.0 HSE,,,,,
1074,Land Rover,Discovery,3.0 SE Petrol,1,,3.0 SE,3.0 SE,,,,,
1075,Land Rover,Discovery,HSE,2,,HSE,HSE,,,,,
1076,Land Rover,Discovery Sport,HSE,6,,HSE,HSE,,,,,
1077,Land Rover,Discovery Sport,HSE 7-Seater,5,,HSE 7-Seater,HSE 7-Seater,,,,,
1078,Land Rover,Discovery Sport,HSE Luxury,3,,HSE Luxury,HSE Luxury,,,,,
1079,Land Rover,Discovery Sport,HSE Luxury 7-Seater,2,,HSE Luxury,HSE Luxury,,,,,
1080,Land Rover,Discovery Sport,HSE Petrol,1,,HSE Petrol,HSE Petrol,,,,,
1081,Land Rover,Discovery Sport,SE R-Dynamic,2,,SE R-Dynamic,SE R-Dynamic,,,,,
1082,Land Rover,Discovery Sport,SE R-Dynamic [2023-2024],1,,SE R-Dynamic,SE R-Dynamic,,,,,
1083,Land Rover,Freelander 2,HSE SD4,2,,HSE SD4,HSE SD4,,,,,
1084,Land Rover,Freelander 2,SE,2,,SE,SE,,,,,
1085,Land Rover,Freelander 2,SE TD4,2,,SE TD4,SE TD4,,,,,
1086,Land Rover,Range Rover,3.6 TDV8 Vogue SE Diesel,1,,3.6 TDV8,3.6 TDV8,,,,,
1087,Land Rover,Range Rover,4.4 SDV8 Vogue SE,1,,4.4 SDV8,4.4 SDV8,,,,,
1088,Land Rover,Range Rover,5.0 Supercharged V8 Petrol,1,,5.0 Supercharged,5.0 Supercharged,,,,,
1089,Land Rover,Range Rover Evoque,Dynamic SD4,1,,Dynamic SD4,Dynamic SD4,,,,,
1090,Land Rover,Range Rover Evoque,HSE,2,,HSE,HSE,,,,,
1091,Land Rover,Range Rover Evoque,HSE Dynamic,2,,HSE Dynamic,HSE Dynamic,,,,,
1092,Land Rover,Range Rover Evoque,Prestige SD4,1,,Prestige SD4,Prestige SD4,,,,,
1093,Land Rover,Range Rover Evoque,SE,1,,SE,SE,,,,,
1094,Land Rover,Range Rover Evoque,SE Dynamic,1,,SE Dynamic,SE Dynamic,,,,,
1095,Land Rover,Range Rover Evoque,SE R-Dynamic,1,,SE R-Dynamic,SE R-Dynamic,,,,,
1096,Land Rover,Range Rover Evoque,SE R-Dynamic Diesel [2022-2023],1,,SE R-Dynamic,SE R-Dynamic,,,,,
1097,Land Rover,Range Rover Evoque,SE R-Dynamic Petrol [2021-2023],1,,SE R-Dynamic,SE R-Dynamic,,,,,
1098,Land Rover,Range Rover Sport,3.0 TDV6,1,,3.0 TDV6,3.0 TDV6,,,,,
1099,Land Rover,Range Rover Sport,SDV6 HSE,1,,SDV6 HSE,SDV6 HSE,,,,,
1100,Land Rover,Range Rover Sport,SDV6 SE,1,,SDV6 SE,SDV6 SE,,,,,
1101,Land Rover,Range Rover Sport,SDV8 HSE,1,,SDV8 HSE,SDV8 HSE,,,,,
1102,Land Rover,Range Rover Sport,SE 2.0 Petrol,1,,SE 2.0,SE 2.0,,,,,
1103,Land Rover,Range Rover Sport,SE 3.0 Diesel [2018-2020],1,,SE 3.0,SE 3.0,,,,,
1104,Land Rover,Range Rover Velar,2.0 R-Dynamic S Petrol 250 [2017-2020],1,,2.0 R-Dynamic,2.0 R-Dynamic,,,,,
1105,Land Rover,Range Rover Velar,2.0 S Petrol 250,1,,2.0 S,2.0 S,,,,,
1106,Lexus,ES,300h Luxury,1,,300h Luxury,300h Luxury,,,,,
1107,Lexus,ES,300h Luxury [2020-2021],1,,300h Luxury,300h Luxury,,,,,
1108,Lexus,ES,300h [2018-2020],2,,300h [2018-2020],300h [2018-2020],,,,,
1109,Lexus,NX,300h Luxury [2017-2020],1,,300h Luxury,300h Luxury,,,,,
1110,Lexus,NX,350h Luxury,1,,350h Luxury,350h Luxury,,,,,
1111,Lexus,RX,Luxury,1,,Luxury,Luxury,,,,,
1112,MG,Astor,SHARP 1.3 TURBO AT,1,,SHARP 1.3,SHARP 1.3,,,,,
1113,MG,Astor,SUPER 1.5 MT,1,,SUPER 1.5,SUPER 1.5,,,,,
1114,MG,Astor,Savvy 1.5 CVT [2021-2023],1,,Savvy 1.5,Savvy 1.5,,,,,
1115,MG,Astor,Sharp 1.5 CVT Old Generation [2021-2023],1,,Sharp 1.5,Sharp 1.5,,,,,
1116,MG,Astor,Sharp 1.5 MT [2021-2023],1,,Sharp 1.5,Sharp 1.5,,,,,
1117,MG,Astor,Smart 1.5 MT [2021-2023],1,,Smart 1.5,Smart 1.5,,,,,
1118,MG,Astor,Super 1.5 MT [2021-2023],1,,Super 1.5,Super 1.5,,,,,
1119,MG,Astor,Super EX 1.5 MT [2021-2023],1,,Super EX,Super EX,,,,,
1120,MG,Gloster,Blackstorm 7 STR 2.0 Twin Turbo 4WD,1,,Blackstorm 7,Blackstorm 7,,,,,
1121,MG,Gloster,Savvy 6 STR 2.0 Twin Turbo 4WD,3,,Savvy 6,Savvy 6,,,,,
1122,MG,Gloster,Savvy 7 STR 2.0 Twin Turbo 4WD [2022-2023],4,,Savvy 7,Savvy 7,,,,,
